email_text,category,clean_email_text
"Hey, Could you please guide me on how to update my personal bank account details in the HR system for salary credit purposes?",HR,hey could you please guide me on how to update my personal bank account details in the hr system for salary credit purposes
"Hey, We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this? Appreciate your support.",Other,hey wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this appreciate your support
We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this?,Other,wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this
"Hello, Several employees have noticed that the air conditioning on the second floor isn’t working properly—can this be looked into? Thanks!",Other,hello several employees have noticed that the air conditioning on the second floor isnt working properlycan this be looked into thanks
"Hey, Could you please guide me on how to update my personal bank account details in the HR system for salary credit purposes? Please help.",HR,hey could you please guide me on how to update my personal bank account details in the hr system for salary credit purposes please help
"Dear Team, I'm experiencing persistent issues with my work laptop, including frequent crashes and system slowdowns, which is impacting my productivity significantly. Looking forward to your reply.",IT,dear team im experiencing persistent issues with my work laptop including frequent crashes and system slowdowns which is impacting my productivity significantly looking forward to your reply
"Hello, I'm having trouble understanding the appraisal criteria this year and would like to schedule a one-on-one discussion with my HR representative. Thanks!",HR,hello im having trouble understanding the appraisal criteria this year and would like to schedule a oneonone discussion with my hr representative thanks
"Hi, Can someone explain the recent changes in the company’s performance evaluation process and how they affect annual bonuses?",HR,hi can someone explain the recent changes in the companys performance evaluation process and how they affect annual bonuses
We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this? Appreciate your support.,Other,wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this appreciate your support
"Will the cafeteria be serving a special menu this Friday as part of the festive celebration? If so, could we get a preview or the menu in advance? Thanks!",Other,will the cafeteria be serving a special menu this friday as part of the festive celebration if so could we get a preview or the menu in advance thanks
"Hello, As part of my relocation, I need a formal employment verification letter for housing approval—can you assist with this? Thanks!",HR,hello as part of my relocation i need a formal employment verification letter for housing approvalcan you assist with this thanks
We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this? Looking forward to your reply.,Other,wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this looking forward to your reply
"Hello, The software I need for my project isn't installing due to administrative restrictions—can the IT team provide installation support? Looking forward to your reply.",IT,hello the software i need for my project isnt installing due to administrative restrictionscan the it team provide installation support looking forward to your reply
"Hi, Will the cafeteria be serving a special menu this Friday as part of the festive celebration? If so, could we get a preview or the menu in advance? Please help.",Other,hi will the cafeteria be serving a special menu this friday as part of the festive celebration if so could we get a preview or the menu in advance please help
"Dear Team, We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this? Appreciate your support.",Other,dear team wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this appreciate your support
"Hi, Can someone explain the recent changes in the company’s performance evaluation process and how they affect annual bonuses? Looking forward to your reply.",HR,hi can someone explain the recent changes in the companys performance evaluation process and how they affect annual bonuses looking forward to your reply
"Hello, We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this? Appreciate your support.",Other,hello wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this appreciate your support
"I was wondering if there are any updates on the upcoming corporate event, including the venue, agenda, and transportation arrangements for employees. Thanks!",Other,i was wondering if there are any updates on the upcoming corporate event including the venue agenda and transportation arrangements for employees thanks
"Hey, Can someone explain the recent changes in the company’s performance evaluation process and how they affect annual bonuses? Thanks!",HR,hey can someone explain the recent changes in the companys performance evaluation process and how they affect annual bonuses thanks
I'm having trouble understanding the appraisal criteria this year and would like to schedule a one-on-one discussion with my HR representative. Looking forward to your reply.,HR,im having trouble understanding the appraisal criteria this year and would like to schedule a oneonone discussion with my hr representative looking forward to your reply
Is there a plan to upgrade the coffee machines on each floor? The current ones are often out of order and cause inconvenience during breaks. Please help.,Other,is there a plan to upgrade the coffee machines on each floor the current ones are often out of order and cause inconvenience during breaks please help
"Hi, I'm having trouble understanding the appraisal criteria this year and would like to schedule a one-on-one discussion with my HR representative. Looking forward to your reply.",HR,hi im having trouble understanding the appraisal criteria this year and would like to schedule a oneonone discussion with my hr representative looking forward to your reply
"I'm experiencing persistent issues with my work laptop, including frequent crashes and system slowdowns, which is impacting my productivity significantly. Looking forward to your reply.",IT,im experiencing persistent issues with my work laptop including frequent crashes and system slowdowns which is impacting my productivity significantly looking forward to your reply
"Hello, Will the cafeteria be serving a special menu this Friday as part of the festive celebration? If so, could we get a preview or the menu in advance? Looking forward to your reply.",Other,hello will the cafeteria be serving a special menu this friday as part of the festive celebration if so could we get a preview or the menu in advance looking forward to your reply
"Hello, Several employees have noticed that the air conditioning on the second floor isn’t working properly—can this be looked into? Please help.",Other,hello several employees have noticed that the air conditioning on the second floor isnt working properlycan this be looked into please help
"Dear Team, Is there a plan to upgrade the coffee machines on each floor? The current ones are often out of order and cause inconvenience during breaks. Please help.",Other,dear team is there a plan to upgrade the coffee machines on each floor the current ones are often out of order and cause inconvenience during breaks please help
"Hey, Can someone explain the recent changes in the company’s performance evaluation process and how they affect annual bonuses? Please help.",HR,hey can someone explain the recent changes in the companys performance evaluation process and how they affect annual bonuses please help
"Hey, We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this? Thanks!",Other,hey wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this thanks
"Hey, I'm having trouble understanding the appraisal criteria this year and would like to schedule a one-on-one discussion with my HR representative. Please help.",HR,hey im having trouble understanding the appraisal criteria this year and would like to schedule a oneonone discussion with my hr representative please help
Several employees have noticed that the air conditioning on the second floor isn’t working properly—can this be looked into? Please help.,Other,several employees have noticed that the air conditioning on the second floor isnt working properlycan this be looked into please help
"Hey, Could you please guide me on how to update my personal bank account details in the HR system for salary credit purposes?",HR,hey could you please guide me on how to update my personal bank account details in the hr system for salary credit purposes
"Hi, We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this? Appreciate your support.",Other,hi wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this appreciate your support
"I would like to request some time off next month for personal reasons, and I want to know the process for applying leave and getting it approved. Appreciate your support.",HR,i would like to request some time off next month for personal reasons and i want to know the process for applying leave and getting it approved appreciate your support
"Hey, Will the cafeteria be serving a special menu this Friday as part of the festive celebration? If so, could we get a preview or the menu in advance? Thanks!",Other,hey will the cafeteria be serving a special menu this friday as part of the festive celebration if so could we get a preview or the menu in advance thanks
Several employees have noticed that the air conditioning on the second floor isn’t working properly—can this be looked into? Looking forward to your reply.,Other,several employees have noticed that the air conditioning on the second floor isnt working properlycan this be looked into looking forward to your reply
"Despite several attempts, I'm unable to connect to the corporate VPN from my home network, and I urgently need access to complete pending tasks. Thanks!",IT,despite several attempts im unable to connect to the corporate vpn from my home network and i urgently need access to complete pending tasks thanks
"Hello, The software I need for my project isn't installing due to administrative restrictions—can the IT team provide installation support? Looking forward to your reply.",IT,hello the software i need for my project isnt installing due to administrative restrictionscan the it team provide installation support looking forward to your reply
"I'm experiencing persistent issues with my work laptop, including frequent crashes and system slowdowns, which is impacting my productivity significantly. Looking forward to your reply.",IT,im experiencing persistent issues with my work laptop including frequent crashes and system slowdowns which is impacting my productivity significantly looking forward to your reply
"Hello, Will the cafeteria be serving a special menu this Friday as part of the festive celebration? If so, could we get a preview or the menu in advance? Appreciate your support.",Other,hello will the cafeteria be serving a special menu this friday as part of the festive celebration if so could we get a preview or the menu in advance appreciate your support
"I'm experiencing persistent issues with my work laptop, including frequent crashes and system slowdowns, which is impacting my productivity significantly. Please help.",IT,im experiencing persistent issues with my work laptop including frequent crashes and system slowdowns which is impacting my productivity significantly please help
"As part of my relocation, I need a formal employment verification letter for housing approval—can you assist with this? Looking forward to your reply.",HR,as part of my relocation i need a formal employment verification letter for housing approvalcan you assist with this looking forward to your reply
"Hi, Could you please guide me on how to update my personal bank account details in the HR system for salary credit purposes? Please help.",HR,hi could you please guide me on how to update my personal bank account details in the hr system for salary credit purposes please help
"Dear Team, Several employees have noticed that the air conditioning on the second floor isn’t working properly—can this be looked into? Looking forward to your reply.",Other,dear team several employees have noticed that the air conditioning on the second floor isnt working properlycan this be looked into looking forward to your reply
"Hey, There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Please help.",IT,hey there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely please help
"Hi, Can someone explain the recent changes in the company’s performance evaluation process and how they affect annual bonuses? Please help.",HR,hi can someone explain the recent changes in the companys performance evaluation process and how they affect annual bonuses please help
"Dear Team, My email account is not syncing properly with the mobile app and desktop client, and I'm missing important communications as a result.",IT,dear team my email account is not syncing properly with the mobile app and desktop client and im missing important communications as a result
"Dear Team, Several employees have noticed that the air conditioning on the second floor isn’t working properly—can this be looked into? Thanks!",Other,dear team several employees have noticed that the air conditioning on the second floor isnt working properlycan this be looked into thanks
"Hey, Could you please guide me on how to update my personal bank account details in the HR system for salary credit purposes? Looking forward to your reply.",HR,hey could you please guide me on how to update my personal bank account details in the hr system for salary credit purposes looking forward to your reply
"Hello, There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Please help.",IT,hello there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely please help
"Hey, As part of my relocation, I need a formal employment verification letter for housing approval—can you assist with this? Please help.",HR,hey as part of my relocation i need a formal employment verification letter for housing approvalcan you assist with this please help
"I'm experiencing persistent issues with my work laptop, including frequent crashes and system slowdowns, which is impacting my productivity significantly.",IT,im experiencing persistent issues with my work laptop including frequent crashes and system slowdowns which is impacting my productivity significantly
"Dear Team, I would like to request some time off next month for personal reasons, and I want to know the process for applying leave and getting it approved. Please help.",HR,dear team i would like to request some time off next month for personal reasons and i want to know the process for applying leave and getting it approved please help
"Will the cafeteria be serving a special menu this Friday as part of the festive celebration? If so, could we get a preview or the menu in advance? Please help.",Other,will the cafeteria be serving a special menu this friday as part of the festive celebration if so could we get a preview or the menu in advance please help
"I'm experiencing persistent issues with my work laptop, including frequent crashes and system slowdowns, which is impacting my productivity significantly. Please help.",IT,im experiencing persistent issues with my work laptop including frequent crashes and system slowdowns which is impacting my productivity significantly please help
"Hey, I'm having trouble understanding the appraisal criteria this year and would like to schedule a one-on-one discussion with my HR representative.",HR,hey im having trouble understanding the appraisal criteria this year and would like to schedule a oneonone discussion with my hr representative
"Hello, The software I need for my project isn't installing due to administrative restrictions—can the IT team provide installation support? Please help.",IT,hello the software i need for my project isnt installing due to administrative restrictionscan the it team provide installation support please help
There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Thanks!,IT,there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely thanks
"Hi, The software I need for my project isn't installing due to administrative restrictions—can the IT team provide installation support? Appreciate your support.",IT,hi the software i need for my project isnt installing due to administrative restrictionscan the it team provide installation support appreciate your support
"Hi, As part of my relocation, I need a formal employment verification letter for housing approval—can you assist with this? Please help.",HR,hi as part of my relocation i need a formal employment verification letter for housing approvalcan you assist with this please help
"My email account is not syncing properly with the mobile app and desktop client, and I'm missing important communications as a result. Thanks!",IT,my email account is not syncing properly with the mobile app and desktop client and im missing important communications as a result thanks
"Dear Team, Despite several attempts, I'm unable to connect to the corporate VPN from my home network, and I urgently need access to complete pending tasks. Looking forward to your reply.",IT,dear team despite several attempts im unable to connect to the corporate vpn from my home network and i urgently need access to complete pending tasks looking forward to your reply
The software I need for my project isn't installing due to administrative restrictions—can the IT team provide installation support?,IT,the software i need for my project isnt installing due to administrative restrictionscan the it team provide installation support
"Hi, I would like to request some time off next month for personal reasons, and I want to know the process for applying leave and getting it approved. Thanks!",HR,hi i would like to request some time off next month for personal reasons and i want to know the process for applying leave and getting it approved thanks
"I would like to request some time off next month for personal reasons, and I want to know the process for applying leave and getting it approved.",HR,i would like to request some time off next month for personal reasons and i want to know the process for applying leave and getting it approved
"Hi, I'm having trouble understanding the appraisal criteria this year and would like to schedule a one-on-one discussion with my HR representative. Looking forward to your reply.",HR,hi im having trouble understanding the appraisal criteria this year and would like to schedule a oneonone discussion with my hr representative looking forward to your reply
Is there a plan to upgrade the coffee machines on each floor? The current ones are often out of order and cause inconvenience during breaks. Appreciate your support.,Other,is there a plan to upgrade the coffee machines on each floor the current ones are often out of order and cause inconvenience during breaks appreciate your support
Several employees have noticed that the air conditioning on the second floor isn’t working properly—can this be looked into? Please help.,Other,several employees have noticed that the air conditioning on the second floor isnt working properlycan this be looked into please help
There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Please help.,IT,there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely please help
Could you please guide me on how to update my personal bank account details in the HR system for salary credit purposes? Thanks!,HR,could you please guide me on how to update my personal bank account details in the hr system for salary credit purposes thanks
"Hey, As part of my relocation, I need a formal employment verification letter for housing approval—can you assist with this? Please help.",HR,hey as part of my relocation i need a formal employment verification letter for housing approvalcan you assist with this please help
"Hi, Despite several attempts, I'm unable to connect to the corporate VPN from my home network, and I urgently need access to complete pending tasks. Looking forward to your reply.",IT,hi despite several attempts im unable to connect to the corporate vpn from my home network and i urgently need access to complete pending tasks looking forward to your reply
"Hi, I would like to request some time off next month for personal reasons, and I want to know the process for applying leave and getting it approved.",HR,hi i would like to request some time off next month for personal reasons and i want to know the process for applying leave and getting it approved
There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Looking forward to your reply.,IT,there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely looking forward to your reply
"Dear Team, I would like to request some time off next month for personal reasons, and I want to know the process for applying leave and getting it approved. Appreciate your support.",HR,dear team i would like to request some time off next month for personal reasons and i want to know the process for applying leave and getting it approved appreciate your support
"Hi, I was wondering if there are any updates on the upcoming corporate event, including the venue, agenda, and transportation arrangements for employees. Please help.",Other,hi i was wondering if there are any updates on the upcoming corporate event including the venue agenda and transportation arrangements for employees please help
"Despite several attempts, I'm unable to connect to the corporate VPN from my home network, and I urgently need access to complete pending tasks. Looking forward to your reply.",IT,despite several attempts im unable to connect to the corporate vpn from my home network and i urgently need access to complete pending tasks looking forward to your reply
"My email account is not syncing properly with the mobile app and desktop client, and I'm missing important communications as a result. Appreciate your support.",IT,my email account is not syncing properly with the mobile app and desktop client and im missing important communications as a result appreciate your support
"Dear Team, I was wondering if there are any updates on the upcoming corporate event, including the venue, agenda, and transportation arrangements for employees. Looking forward to your reply.",Other,dear team i was wondering if there are any updates on the upcoming corporate event including the venue agenda and transportation arrangements for employees looking forward to your reply
"Will the cafeteria be serving a special menu this Friday as part of the festive celebration? If so, could we get a preview or the menu in advance?",Other,will the cafeteria be serving a special menu this friday as part of the festive celebration if so could we get a preview or the menu in advance
"Hey, I'm experiencing persistent issues with my work laptop, including frequent crashes and system slowdowns, which is impacting my productivity significantly. Thanks!",IT,hey im experiencing persistent issues with my work laptop including frequent crashes and system slowdowns which is impacting my productivity significantly thanks
"My email account is not syncing properly with the mobile app and desktop client, and I'm missing important communications as a result. Looking forward to your reply.",IT,my email account is not syncing properly with the mobile app and desktop client and im missing important communications as a result looking forward to your reply
Could you please guide me on how to update my personal bank account details in the HR system for salary credit purposes? Looking forward to your reply.,HR,could you please guide me on how to update my personal bank account details in the hr system for salary credit purposes looking forward to your reply
"Hi, Is there a plan to upgrade the coffee machines on each floor? The current ones are often out of order and cause inconvenience during breaks. Appreciate your support.",Other,hi is there a plan to upgrade the coffee machines on each floor the current ones are often out of order and cause inconvenience during breaks appreciate your support
"Will the cafeteria be serving a special menu this Friday as part of the festive celebration? If so, could we get a preview or the menu in advance? Please help.",Other,will the cafeteria be serving a special menu this friday as part of the festive celebration if so could we get a preview or the menu in advance please help
There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Appreciate your support.,IT,there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely appreciate your support
"Hello, As part of my relocation, I need a formal employment verification letter for housing approval—can you assist with this?",HR,hello as part of my relocation i need a formal employment verification letter for housing approvalcan you assist with this
"Hi, Can someone explain the recent changes in the company’s performance evaluation process and how they affect annual bonuses? Looking forward to your reply.",HR,hi can someone explain the recent changes in the companys performance evaluation process and how they affect annual bonuses looking forward to your reply
"Hey, Is there a plan to upgrade the coffee machines on each floor? The current ones are often out of order and cause inconvenience during breaks. Looking forward to your reply.",Other,hey is there a plan to upgrade the coffee machines on each floor the current ones are often out of order and cause inconvenience during breaks looking forward to your reply
"Dear Team, My email account is not syncing properly with the mobile app and desktop client, and I'm missing important communications as a result. Looking forward to your reply.",IT,dear team my email account is not syncing properly with the mobile app and desktop client and im missing important communications as a result looking forward to your reply
"As part of my relocation, I need a formal employment verification letter for housing approval—can you assist with this? Appreciate your support.",HR,as part of my relocation i need a formal employment verification letter for housing approvalcan you assist with this appreciate your support
There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Looking forward to your reply.,IT,there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely looking forward to your reply
"Hey, There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Appreciate your support.",IT,hey there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely appreciate your support
Can someone explain the recent changes in the company’s performance evaluation process and how they affect annual bonuses? Thanks!,HR,can someone explain the recent changes in the companys performance evaluation process and how they affect annual bonuses thanks
"Hello, There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely.",IT,hello there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely
"Hi, Several employees have noticed that the air conditioning on the second floor isn’t working properly—can this be looked into? Appreciate your support.",Other,hi several employees have noticed that the air conditioning on the second floor isnt working properlycan this be looked into appreciate your support
"Dear Team, I'm having trouble understanding the appraisal criteria this year and would like to schedule a one-on-one discussion with my HR representative. Thanks!",HR,dear team im having trouble understanding the appraisal criteria this year and would like to schedule a oneonone discussion with my hr representative thanks
"I would like to request some time off next month for personal reasons, and I want to know the process for applying leave and getting it approved. Looking forward to your reply.",HR,i would like to request some time off next month for personal reasons and i want to know the process for applying leave and getting it approved looking forward to your reply
"I was wondering if there are any updates on the upcoming corporate event, including the venue, agenda, and transportation arrangements for employees. Thanks!",Other,i was wondering if there are any updates on the upcoming corporate event including the venue agenda and transportation arrangements for employees thanks
Can someone explain the recent changes in the company’s performance evaluation process and how they affect annual bonuses? Please help.,HR,can someone explain the recent changes in the companys performance evaluation process and how they affect annual bonuses please help
"Hello, Several employees have noticed that the air conditioning on the second floor isn’t working properly—can this be looked into? Appreciate your support.",Other,hello several employees have noticed that the air conditioning on the second floor isnt working properlycan this be looked into appreciate your support
"Hi, We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this? Thanks!",Other,hi wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this thanks
"Hello, Can someone explain the recent changes in the company’s performance evaluation process and how they affect annual bonuses? Looking forward to your reply.",HR,hello can someone explain the recent changes in the companys performance evaluation process and how they affect annual bonuses looking forward to your reply
I'm having trouble understanding the appraisal criteria this year and would like to schedule a one-on-one discussion with my HR representative. Looking forward to your reply.,HR,im having trouble understanding the appraisal criteria this year and would like to schedule a oneonone discussion with my hr representative looking forward to your reply
"Hi, Will the cafeteria be serving a special menu this Friday as part of the festive celebration? If so, could we get a preview or the menu in advance? Please help.",Other,hi will the cafeteria be serving a special menu this friday as part of the festive celebration if so could we get a preview or the menu in advance please help
"Hi, I was wondering if there are any updates on the upcoming corporate event, including the venue, agenda, and transportation arrangements for employees. Looking forward to your reply.",Other,hi i was wondering if there are any updates on the upcoming corporate event including the venue agenda and transportation arrangements for employees looking forward to your reply
"Dear Team, I was wondering if there are any updates on the upcoming corporate event, including the venue, agenda, and transportation arrangements for employees. Please help.",Other,dear team i was wondering if there are any updates on the upcoming corporate event including the venue agenda and transportation arrangements for employees please help
"Dear Team, Despite several attempts, I'm unable to connect to the corporate VPN from my home network, and I urgently need access to complete pending tasks.",IT,dear team despite several attempts im unable to connect to the corporate vpn from my home network and i urgently need access to complete pending tasks
"Will the cafeteria be serving a special menu this Friday as part of the festive celebration? If so, could we get a preview or the menu in advance? Looking forward to your reply.",Other,will the cafeteria be serving a special menu this friday as part of the festive celebration if so could we get a preview or the menu in advance looking forward to your reply
"Hi, Despite several attempts, I'm unable to connect to the corporate VPN from my home network, and I urgently need access to complete pending tasks. Appreciate your support.",IT,hi despite several attempts im unable to connect to the corporate vpn from my home network and i urgently need access to complete pending tasks appreciate your support
"Hi, We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this? Appreciate your support.",Other,hi wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this appreciate your support
"Hi, I'm having trouble understanding the appraisal criteria this year and would like to schedule a one-on-one discussion with my HR representative.",HR,hi im having trouble understanding the appraisal criteria this year and would like to schedule a oneonone discussion with my hr representative
"Hello, Can someone explain the recent changes in the company’s performance evaluation process and how they affect annual bonuses? Thanks!",HR,hello can someone explain the recent changes in the companys performance evaluation process and how they affect annual bonuses thanks
"Hi, I'm experiencing persistent issues with my work laptop, including frequent crashes and system slowdowns, which is impacting my productivity significantly.",IT,hi im experiencing persistent issues with my work laptop including frequent crashes and system slowdowns which is impacting my productivity significantly
"Dear Team, There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Looking forward to your reply.",IT,dear team there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely looking forward to your reply
There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Please help.,IT,there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely please help
We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this? Thanks!,Other,wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this thanks
"Hi, I'm having trouble understanding the appraisal criteria this year and would like to schedule a one-on-one discussion with my HR representative. Thanks!",HR,hi im having trouble understanding the appraisal criteria this year and would like to schedule a oneonone discussion with my hr representative thanks
"Hi, My email account is not syncing properly with the mobile app and desktop client, and I'm missing important communications as a result.",IT,hi my email account is not syncing properly with the mobile app and desktop client and im missing important communications as a result
"My email account is not syncing properly with the mobile app and desktop client, and I'm missing important communications as a result. Appreciate your support.",IT,my email account is not syncing properly with the mobile app and desktop client and im missing important communications as a result appreciate your support
"Hey, We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this? Please help.",Other,hey wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this please help
"Hey, My email account is not syncing properly with the mobile app and desktop client, and I'm missing important communications as a result. Thanks!",IT,hey my email account is not syncing properly with the mobile app and desktop client and im missing important communications as a result thanks
"Hey, Is there a plan to upgrade the coffee machines on each floor? The current ones are often out of order and cause inconvenience during breaks.",Other,hey is there a plan to upgrade the coffee machines on each floor the current ones are often out of order and cause inconvenience during breaks
"Hey, As part of my relocation, I need a formal employment verification letter for housing approval—can you assist with this? Looking forward to your reply.",HR,hey as part of my relocation i need a formal employment verification letter for housing approvalcan you assist with this looking forward to your reply
"Hey, I was wondering if there are any updates on the upcoming corporate event, including the venue, agenda, and transportation arrangements for employees. Thanks!",Other,hey i was wondering if there are any updates on the upcoming corporate event including the venue agenda and transportation arrangements for employees thanks
"Hello, As part of my relocation, I need a formal employment verification letter for housing approval—can you assist with this?",HR,hello as part of my relocation i need a formal employment verification letter for housing approvalcan you assist with this
"Dear Team, There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Appreciate your support.",IT,dear team there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely appreciate your support
"Hello, Is there a plan to upgrade the coffee machines on each floor? The current ones are often out of order and cause inconvenience during breaks. Appreciate your support.",Other,hello is there a plan to upgrade the coffee machines on each floor the current ones are often out of order and cause inconvenience during breaks appreciate your support
"Dear Team, I would like to request some time off next month for personal reasons, and I want to know the process for applying leave and getting it approved. Please help.",HR,dear team i would like to request some time off next month for personal reasons and i want to know the process for applying leave and getting it approved please help
"Hey, I'm experiencing persistent issues with my work laptop, including frequent crashes and system slowdowns, which is impacting my productivity significantly. Please help.",IT,hey im experiencing persistent issues with my work laptop including frequent crashes and system slowdowns which is impacting my productivity significantly please help
"Hello, There appears to be a phishing email going around impersonating the IT department—please advise on how to handle this securely. Please help.",IT,hello there appears to be a phishing email going around impersonating the it departmentplease advise on how to handle this securely please help
"Despite several attempts, I'm unable to connect to the corporate VPN from my home network, and I urgently need access to complete pending tasks. Please help.",IT,despite several attempts im unable to connect to the corporate vpn from my home network and i urgently need access to complete pending tasks please help
"Hi, Is there a plan to upgrade the coffee machines on each floor? The current ones are often out of order and cause inconvenience during breaks. Appreciate your support.",Other,hi is there a plan to upgrade the coffee machines on each floor the current ones are often out of order and cause inconvenience during breaks appreciate your support
We’d like to propose rearranging the seating plan in our department to improve collaboration—what’s the process to request this?,Other,wed like to propose rearranging the seating plan in our department to improve collaborationwhats the process to request this
"Dear Team, Several employees have noticed that the air conditioning on the second floor isn’t working properly—can this be looked into? Please help.",Other,dear team several employees have noticed that the air conditioning on the second floor isnt working properlycan this be looked into please help
"I was wondering if there are any updates on the upcoming corporate event, including the venue, agenda, and transportation arrangements for employees. Thanks!",Other,i was wondering if there are any updates on the upcoming corporate event including the venue agenda and transportation arrangements for employees thanks
"Hello, I was wondering if there are any updates on the upcoming corporate event, including the venue, agenda, and transportation arrangements for employees. Thanks!",Other,hello i was wondering if there are any updates on the upcoming corporate event including the venue agenda and transportation arrangements for employees thanks
"Hi, As part of my relocation, I need a formal employment verification letter for housing approval—can you assist with this?",HR,hi as part of my relocation i need a formal employment verification letter for housing approvalcan you assist with this
"Dear Team, The software I need for my project isn't installing due to administrative restrictions—can the IT team provide installation support? Looking forward to your reply.",IT,dear team the software i need for my project isnt installing due to administrative restrictionscan the it team provide installation support looking forward to your reply
"Hello, I would like to request some time off next month for personal reasons, and I want to know the process for applying leave and getting it approved. Thanks!",HR,hello i would like to request some time off next month for personal reasons and i want to know the process for applying leave and getting it approved thanks
Can someone explain the recent changes in the company’s performance evaluation process and how they affect annual bonuses? Please help.,HR,can someone explain the recent changes in the companys performance evaluation process and how they affect annual bonuses please help
"Hey, The software I need for my project isn't installing due to administrative restrictions—can the IT team provide installation support? Appreciate your support.",IT,hey the software i need for my project isnt installing due to administrative restrictionscan the it team provide installation support appreciate your support
"My email account is not syncing properly with the mobile app and desktop client, and I'm missing important communications as a result. Looking forward to your reply.",IT,my email account is not syncing properly with the mobile app and desktop client and im missing important communications as a result looking forward to your reply
"Dear Team, I would like to request some time off next month for personal reasons, and I want to know the process for applying leave and getting it approved. Thanks!",HR,dear team i would like to request some time off next month for personal reasons and i want to know the process for applying leave and getting it approved thanks
